Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Zimbabwe,ZWE,87.8641322685862
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Africa Eastern and Southern,AFE,87.3013162051042
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Africa Western and Central,AFW,80.048855794644
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Arab World,ARB,30.5548804922077
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Caribbean small states,CSS,76.7178850522242
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Central Europe and the Baltics,CEB,74.8663448724387
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Early-demographic dividend,EAR,46.2660695458357
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,East Asia & Pacific,EAS,77.5041036755145
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,East Asia & Pacific (excluding high income),EAP,77.6504998164649
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,East Asia & Pacific (IDA & IBRD),TEA,77.5669566813717
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Euro area,EMU,80.9552563663157
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Europe & Central Asia,ECS,76.6506310051404
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Europe & Central Asia (excluding high income),ECA,70.673940155217
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Europe & Central Asia (IDA & IBRD),TEC,71.0022020086252
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,European Union,EUU,79.8771569336144
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Fragile and conflict affected situations,FCS,72.1871714067352
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Heavily indebted poor countries (HIPC),HPC,82.7838765894086
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,High income,HIC,78.7051025289377
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,IBRD only,IBD,62.3542618932791
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,IDA & IBRD total,IBT,64.102603295594
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,IDA blend,IDB,60.9204400228877
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,IDA only,IDX,74.1894068891703
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,IDA total,IDA,70.0846359863854
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Late-demographic dividend,LTE,77.8412310056106
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Latin America & Caribbean,LCN,68.9863013835618
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Latin America & Caribbean (excluding high income),LAC,69.402873302704
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Latin America & Caribbean (IDA & IBRD),TLA,69.0834275521597
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Least developed countries: UN classification,LDC,75.6459256458504
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Low & middle income,LMY,64.1259675461516
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Low income,LIC,79.4203217255051
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Lower middle income,LMC,49.3093890610472
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Middle East & North Africa,MEA,29.8527264129322
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Middle East & North Africa (excluding high income),MNA,24.8794274802336
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Middle East & North Africa (IDA & IBRD),TMN,24.8679924351779
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Middle income,MIC,62.6332333557126
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,North America,NAC,83.2380812261916
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,OECD members,OED,76.727101133182
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Other small states,OSS,74.010475845169
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Pacific island small states,PSS,71.7634177643825
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Post-demographic dividend,PST,80.6281094426338
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Pre-demographic dividend,PRE,80.6141547863449
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Small states,SST,74.3967930216354
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,South Asia,SAS,31.100035773998
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,South Asia (IDA & IBRD),TSA,31.100035773998
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sub-Saharan Africa,SSF,84.6925959120206
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sub-Saharan Africa (excluding high income),SSA,84.6925959120206
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,84.6925959120206
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,Upper middle income,UMC,75.7563520184151
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,World,WLD,66.6907350520445
,,,,
,,,,
,,,,
Data from database: Gender Statistics,,,,
Last Updated: 09/27/2021,,,,
